HUPAC,WIF,WKHP,WKW,ENG,FER,NWLA,NWLK,OCCP,POBP,RELP,WRK,DIS,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PUBCOV,target,domain
3,3,4,1,0,0,2,2,1,59,2,1,1,3,2,0,1,1,1,1,0,9
3,2,2,5,0,2,2,2,5,47,2,1,1,3,1,0,1,1,1,1,0,2
3,0,3,1,0,2,2,2,5,22,0,1,1,3,1,0,1,1,1,1,0,5
3,1,4,1,2,0,2,2,27,28,1,1,1,3,1,1,1,1,1,1,0,3
2,2,5,6,0,0,1,1,21,20,6,2,1,3,1,0,1,1,1,0,0,8
1,3,1,6,0,2,1,1,6,3,1,2,1,3,0,0,1,1,1,1,0,7
1,2,4,4,1,0,2,2,4,48,1,1,1,3,0,0,1,1,1,1,0,2
3,2,0,0,0,0,1,1,18,42,2,2,1,3,0,0,1,1,1,1,0,2
2,1,4,1,2,0,2,2,27,0,1,1,1,3,0,1,1,1,1,0,1,3
3,0,2,4,0,0,2,2,25,16,0,1,1,3,0,0,1,1,1,1,0,5
0,2,0,0,1,0,1,1,27,28,8,2,0,3,0,1,1,1,1,1,0,3
1,2,2,1,1,0,2,2,4,6,1,0,1,3,3,0,1,1,1,1,0,9
0,1,0,0,0,2,1,1,6,54,1,2,1,3,2,0,1,1,1,1,0,7
1,1,2,1,0,2,2,2,5,1,13,1,1,3,0,0,1,1,1,1,0,5
3,1,4,1,0,2,2,2,22,3,0,1,0,3,0,0,0,0,1,0,0,3
3,1,0,0,0,2,1,1,6,19,1,2,1,3,0,0,1,1,1,1,0,9
3,2,0,0,0,0,2,2,24,47,1,0,1,3,3,0,1,1,1,0,0,2
2,3,4,6,0,1,0,0,21,6,7,2,1,3,0,0,1,1,1,0,1,9
3,3,4,4,1,0,2,2,4,6,5,1,1,3,0,0,1,1,1,1,0,9
3,3,3,3,0,2,2,2,8,25,2,1,1,3,1,0,1,1,1,0,0,1
2,2,0,6,0,0,1,1,25,22,0,2,1,3,0,0,1,1,1,1,0,4
3,3,3,1,0,0,2,2,5,58,2,1,1,3,1,0,1,1,1,1,0,1
3,1,0,5,0,0,2,2,20,32,2,1,1,3,0,0,1,1,1,0,0,9
2,2,4,1,0,1,2,2,20,37,1,1,1,3,0,0,1,1,1,1,0,4
0,2,4,5,0,1,2,2,6,20,0,1,1,3,0,0,1,1,1,1,0,3
3,3,1,3,0,2,2,2,5,6,2,1,1,3,0,0,1,1,1,1,0,9
2,1,0,0,0,1,1,1,21,54,2,2,1,3,1,0,1,1,1,1,0,7
3,1,2,6,0,0,2,2,20,2,15,1,1,3,3,0,1,1,1,1,0,5
3,2,4,1,0,0,2,2,3,6,0,1,1,3,0,0,1,1,1,1,0,9
3,2,4,1,0,0,2,2,27,44,2,0,1,3,3,0,1,1,1,1,0,3
3,2,4,6,0,0,1,2,4,39,1,2,1,3,0,0,1,1,1,1,0,2
1,3,4,4,3,0,2,2,1,9,0,1,0,3,0,1,1,1,1,1,1,9
1,1,3,1,1,2,2,2,13,57,0,1,1,3,0,0,1,1,1,0,1,5
0,2,2,1,0,2,2,2,22,39,0,1,1,3,0,0,1,1,1,0,1,2
3,0,1,3,0,2,2,2,5,47,0,1,1,3,1,0,1,1,1,1,0,2
3,3,0,0,0,2,2,2,18,57,3,0,1,3,3,0,1,1,1,1,0,5
3,2,0,0,4,0,1,1,18,48,9,2,0,3,0,0,1,0,1,0,1,0
3,1,0,0,0,0,2,2,18,60,10,0,0,3,0,0,1,1,1,0,1,4
3,1,0,0,0,0,1,1,18,26,0,2,1,3,1,0,1,1,1,1,0,5
3,1,0,0,0,0,1,1,20,59,7,2,1,3,0,0,1,1,1,1,0,9
0,1,0,0,0,2,1,1,18,20,1,2,1,3,1,0,1,1,1,1,0,5
3,3,4,1,1,0,2,2,25,48,0,1,1,3,0,0,1,1,1,1,0,5
1,3,4,1,0,2,2,2,25,50,2,1,1,3,0,0,1,1,1,1,0,5
3,2,1,6,0,0,1,1,6,47,0,2,1,3,0,0,1,1,1,1,0,2
3,2,3,1,0,0,2,2,20,20,0,1,0,3,0,0,1,0,1,0,1,3
1,1,0,0,0,0,1,1,18,46,1,2,0,3,1,0,1,1,0,0,1,9
3,1,3,1,1,0,2,2,13,28,5,0,0,3,3,1,1,1,0,1,1,9
2,2,4,1,1,2,2,2,20,52,1,1,1,3,2,1,1,1,1,1,0,9
1,2,3,3,0,2,2,2,10,38,0,1,1,3,1,0,1,1,1,1,0,2
3,2,4,1,1,2,2,2,13,8,1,1,1,3,0,1,1,1,1,1,0,5
3,3,0,0,0,0,1,1,18,17,13,2,1,3,1,0,1,1,1,0,0,9
3,1,0,0,0,2,1,1,18,59,2,2,0,3,0,0,1,1,0,0,0,9
1,2,7,1,0,0,2,2,16,42,1,0,1,3,3,0,1,1,1,1,0,2
0,3,4,1,4,0,2,2,5,4,6,0,1,3,3,1,1,1,1,1,0,5
1,2,1,4,0,2,2,2,5,39,1,1,1,3,1,0,1,1,1,1,0,1
1,1,0,0,0,0,1,0,28,10,2,2,1,3,0,0,1,1,1,1,1,5
1,1,4,1,0,0,2,2,20,20,12,1,1,3,1,0,1,1,1,1,0,3
1,3,4,1,3,2,2,2,5,9,6,1,1,3,0,1,1,1,1,1,0,7
3,0,4,1,0,2,2,2,8,58,0,1,1,3,1,0,1,1,1,1,0,1
3,3,4,1,0,0,1,1,21,6,4,1,1,3,0,0,1,1,1,1,0,9
3,1,4,4,0,0,2,2,20,54,2,1,1,3,0,0,1,1,1,1,0,7
1,2,2,1,0,2,2,2,27,45,2,1,1,3,0,0,1,1,1,1,0,7
2,3,0,0,2,2,1,1,18,4,1,2,1,3,0,1,1,1,1,1,0,2
3,1,4,1,0,0,2,2,15,61,1,1,1,3,0,0,1,1,1,1,0,5
3,1,6,1,0,0,2,2,21,6,2,1,1,3,1,0,1,1,1,1,0,9
3,3,3,3,0,0,2,2,27,42,1,0,1,3,3,0,1,1,1,1,0,2
1,2,2,6,0,0,2,2,21,21,1,1,1,3,0,0,1,1,1,1,0,3
3,0,3,4,0,0,2,2,5,37,12,1,1,3,1,0,1,1,1,1,0,4
1,3,2,1,3,0,2,2,1,28,1,1,1,3,0,1,1,1,1,1,0,8
1,1,3,1,1,0,2,2,27,54,11,1,1,3,0,0,1,1,1,1,0,7
3,2,2,5,2,0,2,2,25,42,0,1,1,3,0,0,1,1,1,0,1,2
3,3,2,1,1,0,2,2,25,26,2,0,1,3,3,0,1,1,1,1,0,5
2,3,4,1,0,0,2,2,5,20,2,1,1,3,1,0,1,1,1,1,0,3
3,0,2,1,0,2,2,2,6,6,0,1,1,3,0,0,1,1,1,1,0,8
3,3,0,0,0,2,1,1,18,61,2,0,0,3,1,0,1,1,0,0,0,5
3,0,4,1,0,0,2,2,14,5,0,1,1,3,1,0,1,1,1,1,1,8
1,2,4,1,0,0,2,2,1,9,1,1,1,3,0,1,1,1,1,1,0,5
3,1,0,0,0,0,1,1,18,20,0,2,0,3,1,0,1,1,1,0,0,3
3,2,0,0,3,0,1,1,18,28,1,2,1,3,0,1,1,1,1,1,0,7
3,0,4,1,0,0,2,2,0,21,0,1,1,3,1,0,1,1,1,1,0,3
3,2,0,1,0,0,2,2,13,5,1,1,1,3,1,0,1,1,1,1,0,8
3,0,3,3,0,0,2,2,4,20,0,1,1,3,0,0,1,1,1,0,0,3
3,3,0,3,0,2,1,1,13,22,5,2,1,3,3,0,1,1,1,1,0,4
3,3,3,4,0,0,1,0,25,54,2,2,1,3,2,0,1,1,1,1,0,5
3,0,0,0,0,0,1,1,18,57,0,2,0,1,0,0,1,1,1,0,1,5
1,3,6,3,0,2,2,2,21,15,0,1,1,3,1,0,1,1,1,1,1,3
1,3,0,6,0,0,2,2,25,5,2,0,0,3,3,0,1,1,0,1,0,8
1,1,0,0,0,2,1,1,1,39,0,2,1,3,0,0,1,1,1,0,1,2
3,1,7,5,3,0,2,2,4,9,0,1,1,3,0,1,1,1,1,1,1,4
1,2,0,0,0,0,1,1,18,47,0,2,1,3,0,0,1,1,1,0,0,9
3,0,3,4,0,2,2,2,27,54,0,1,1,3,1,0,1,1,1,1,0,7
3,0,4,1,0,2,2,2,13,16,0,1,1,3,3,0,1,1,1,1,0,5
2,3,0,0,4,0,1,1,18,4,1,2,0,3,0,1,0,1,1,0,0,2
0,2,0,0,0,2,1,1,18,16,0,2,1,3,0,0,1,1,1,0,1,5
3,0,4,4,0,2,2,2,0,25,12,1,1,3,1,0,1,1,1,1,1,1
3,2,1,1,0,2,2,2,27,49,12,1,1,3,0,0,1,1,1,0,0,1
3,0,0,0,0,0,1,1,18,60,1,2,0,3,1,0,1,1,1,0,0,3
3,2,2,4,0,0,2,2,5,15,5,0,1,3,3,0,1,1,1,1,0,5
2,1,5,1,0,2,2,2,13,56,0,1,1,3,3,0,1,1,1,1,0,8
3,1,0,0,0,0,1,1,18,39,0,2,0,3,0,0,1,1,1,1,0,2
0,2,4,1,1,2,2,2,25,28,2,1,1,3,0,1,1,1,1,1,0,5
3,2,3,1,2,0,2,2,25,4,5,1,1,3,0,1,1,1,1,0,0,2
3,2,3,5,0,2,2,2,22,13,7,1,1,3,4,0,1,1,1,1,0,5
3,0,0,0,0,0,1,1,18,6,0,2,1,3,0,0,1,1,1,0,1,2
3,1,5,1,0,2,2,2,22,47,1,1,1,3,0,0,1,1,1,1,0,2
1,1,0,0,0,0,2,2,18,47,5,0,1,3,3,0,1,1,1,0,0,2
3,1,1,6,0,0,2,2,5,57,2,1,1,3,1,0,1,1,1,1,0,5
2,2,0,0,2,0,2,2,18,8,1,0,1,3,3,1,1,1,1,1,1,5
2,2,0,0,0,2,1,1,1,59,2,2,1,3,0,0,1,1,1,0,1,9
3,3,6,3,1,0,1,0,20,48,2,2,1,3,0,0,1,1,1,0,0,0
0,2,2,4,0,0,2,2,6,29,0,1,1,3,1,0,1,1,1,0,0,3
2,1,4,1,3,2,2,2,21,9,13,1,1,3,0,1,1,1,1,1,0,9
3,3,0,6,0,2,1,0,27,47,2,2,1,3,3,0,1,1,1,1,0,2
1,2,3,3,0,0,2,2,6,39,0,1,1,3,1,0,1,1,1,1,0,2
3,0,1,3,0,2,2,2,5,40,0,1,0,3,0,0,1,0,0,1,0,7
0,2,2,6,0,0,2,2,15,56,1,1,1,3,0,0,1,1,1,1,0,8
1,1,0,0,0,2,1,1,13,11,1,2,1,3,1,0,1,1,1,0,0,9
3,1,2,1,0,0,1,1,25,24,0,1,1,1,1,0,1,1,1,1,0,7
0,2,2,1,0,0,2,2,27,16,2,0,1,3,3,0,1,1,1,1,0,5
1,1,4,1,0,0,2,2,21,27,13,1,1,3,0,0,1,1,1,0,1,1
3,0,0,0,0,0,1,1,18,34,1,2,1,3,3,0,1,1,1,1,0,8
3,0,4,6,0,2,1,0,20,47,13,2,1,3,1,0,1,1,1,0,1,2
3,1,0,0,1,0,1,1,18,42,2,2,1,3,0,0,1,1,1,0,1,2
2,1,3,1,0,2,1,0,1,20,0,1,1,3,0,0,1,1,1,0,1,7
0,3,2,5,1,0,2,2,27,0,0,1,1,3,0,1,1,1,1,1,0,8
3,1,0,0,0,0,1,1,18,6,1,2,0,3,0,0,1,1,0,1,0,9
3,3,0,0,0,0,1,1,18,26,2,2,0,3,1,0,1,1,0,1,0,2
3,3,2,1,0,2,2,2,22,32,2,1,1,3,0,0,1,1,1,1,0,4
3,3,4,2,2,2,2,2,1,9,10,1,1,3,0,1,1,1,1,1,0,9
3,2,2,1,0,0,2,2,23,6,1,1,1,3,0,0,1,1,1,1,0,8
1,3,1,6,3,2,1,1,1,4,1,2,1,3,0,1,1,1,1,0,0,8
3,0,0,0,0,0,1,1,13,35,0,2,0,3,2,0,1,1,0,0,1,5
3,3,3,1,1,0,2,2,27,6,2,1,1,3,0,0,1,1,1,1,0,9
2,2,4,1,0,2,2,2,20,61,2,0,1,3,3,0,1,1,1,1,1,5
3,0,0,0,0,0,1,1,18,12,13,2,0,3,0,0,0,1,0,0,0,5
1,2,6,1,1,2,2,2,23,48,2,1,1,2,0,0,1,1,1,1,1,0
3,1,0,0,1,0,1,1,27,0,0,2,0,3,1,1,1,1,1,0,1,9
3,0,0,0,0,0,1,1,18,24,0,2,1,3,0,0,1,1,1,1,0,7
0,1,0,0,0,2,1,1,6,20,0,2,1,3,1,0,1,1,1,1,0,3
1,2,1,1,1,2,2,2,13,54,0,0,1,3,3,0,1,1,1,1,1,7
3,1,4,1,3,0,2,2,1,4,0,1,1,3,0,1,1,1,1,1,0,9
3,3,4,1,0,0,2,2,20,39,2,1,1,3,1,0,1,1,1,1,0,2
1,3,4,1,0,0,2,2,25,44,0,1,1,3,2,0,1,1,1,1,0,3
1,2,0,1,0,0,2,2,27,16,2,1,1,3,0,0,1,1,1,1,1,5
3,0,0,0,0,0,1,1,16,20,0,2,0,3,1,0,0,1,0,0,0,5
3,2,1,1,0,0,2,2,21,42,0,1,1,3,1,0,1,1,1,1,0,2
1,2,0,5,0,0,1,1,20,5,0,2,0,3,1,0,1,1,0,0,0,9
3,0,4,1,0,0,2,2,27,32,11,1,1,3,0,0,1,1,1,1,0,4
3,0,4,1,1,0,2,2,3,60,0,1,1,3,0,0,1,1,1,1,0,3
1,2,0,0,0,2,1,1,18,39,2,2,1,3,0,0,1,1,1,1,0,2
1,1,0,0,1,2,1,0,28,54,2,2,1,3,3,0,1,1,1,0,1,7
3,0,0,0,2,0,2,2,18,52,0,2,0,3,0,1,1,0,1,0,1,2
3,2,4,6,0,0,1,1,21,15,1,2,0,3,0,0,1,1,1,1,0,5
3,0,0,0,0,0,2,2,18,6,0,2,0,3,3,0,1,1,1,0,0,9
1,2,0,0,0,2,1,0,5,5,15,2,1,3,0,0,1,1,1,0,0,8
3,2,2,1,0,0,2,2,25,20,2,1,0,3,0,0,1,1,1,0,0,3
2,1,4,1,0,2,2,2,20,42,0,1,1,3,1,0,1,1,1,1,1,5
3,0,4,1,1,0,2,2,7,52,0,1,1,3,0,1,1,1,1,1,0,2
3,3,8,1,2,2,2,2,21,4,1,1,1,3,0,1,1,1,1,1,0,5
1,1,0,0,0,2,1,1,5,22,0,2,1,3,1,0,1,1,1,1,0,5
0,2,4,1,0,0,1,1,16,54,0,1,1,3,0,0,1,1,1,1,0,7
3,2,2,4,0,2,2,2,27,57,2,1,1,3,0,0,1,1,1,1,1,5
3,1,0,0,0,0,1,1,20,25,1,2,0,3,0,0,1,0,0,0,0,5
3,0,4,1,0,2,2,2,25,22,12,1,1,3,0,0,1,1,1,1,0,4
3,3,3,1,0,0,2,2,22,31,7,1,1,3,1,0,1,1,1,1,0,4
1,2,4,1,1,2,2,2,23,9,0,1,1,3,1,1,1,1,1,1,0,5
3,3,1,6,1,2,2,2,13,6,2,0,1,3,3,0,1,1,1,1,0,9
3,1,0,0,0,2,2,2,18,42,0,0,0,3,3,0,1,1,1,0,0,2
1,1,4,1,0,2,2,2,20,20,0,0,1,3,3,0,1,1,1,1,0,3
3,2,4,1,0,2,2,2,20,51,1,1,1,3,0,0,1,1,1,1,0,4
1,1,0,0,0,2,1,1,20,25,2,2,0,3,1,0,1,1,0,1,0,1
1,3,2,1,0,0,2,2,27,37,2,1,1,3,0,0,1,1,1,1,0,4
3,0,0,0,0,0,1,0,1,16,13,2,1,3,0,0,1,1,1,1,0,5
3,1,0,0,0,2,1,1,25,5,0,2,0,3,1,0,1,1,0,1,0,8
1,3,4,1,4,0,2,2,4,28,1,1,1,3,0,1,1,1,1,1,0,9
1,2,2,5,1,0,2,2,8,6,2,1,1,3,0,0,1,1,1,1,0,9
3,1,4,6,0,0,2,2,1,54,0,1,1,3,0,0,1,1,1,1,1,7
3,3,2,6,0,0,1,1,20,14,2,2,1,3,0,0,1,1,1,1,0,5
1,2,4,1,2,2,2,2,10,28,0,1,1,3,0,1,1,1,1,1,0,8
3,1,0,0,0,0,1,1,6,57,0,2,1,3,0,0,1,1,1,1,0,7
3,0,4,1,0,0,1,1,24,33,0,1,1,3,1,0,1,1,1,1,0,7
1,0,0,0,0,2,1,1,18,26,0,2,0,3,0,0,1,1,0,0,0,7
3,1,0,1,0,0,2,2,8,54,0,1,1,3,0,0,1,1,1,1,0,7
3,0,0,0,0,2,1,1,18,47,0,2,1,3,3,0,1,1,1,0,1,2
3,3,6,1,0,2,2,2,15,26,4,0,1,3,3,0,1,1,1,0,0,5
3,3,5,5,2,0,1,1,1,28,10,2,1,3,3,1,1,1,1,1,0,5
2,1,2,1,0,2,2,2,20,1,0,0,1,3,3,0,1,1,1,1,1,7
0,1,4,1,0,0,1,2,27,44,0,1,1,3,3,0,1,1,1,1,0,3
3,2,4,1,0,2,1,1,3,15,0,1,1,3,1,0,1,1,1,1,0,5
2,1,2,4,0,2,1,1,1,57,2,2,1,3,0,0,1,1,1,0,1,5
3,2,0,0,0,0,1,1,18,6,5,2,0,3,0,0,1,1,0,0,0,9
3,0,3,1,0,0,2,2,20,54,0,1,1,3,0,0,1,1,1,1,0,7
3,3,2,1,0,0,2,2,24,44,9,1,1,3,2,0,1,1,1,1,0,5
3,3,0,0,2,2,2,2,5,6,2,0,1,3,3,0,1,1,1,1,0,9
3,3,0,6,0,0,1,1,6,59,2,2,1,3,1,0,1,1,1,1,0,9
3,0,4,2,0,0,2,2,11,15,0,1,1,3,0,0,1,1,1,1,0,5
3,2,0,0,0,0,1,1,18,44,2,2,0,3,1,0,1,1,0,1,0,3
1,3,4,1,0,2,2,2,15,44,0,1,1,3,0,0,1,1,1,0,0,3
3,1,0,0,0,2,2,2,18,35,5,0,1,3,3,0,1,1,1,1,0,8
1,1,3,1,0,2,2,2,22,25,0,1,1,3,0,0,1,1,1,0,1,1
2,1,4,3,0,2,1,1,21,54,0,2,1,3,3,0,1,1,1,1,1,7
1,1,0,0,1,2,1,1,18,14,1,2,1,3,0,1,1,1,1,1,0,2
3,0,3,1,0,0,2,2,20,60,15,1,0,3,1,0,1,1,0,1,0,3
3,1,0,0,0,0,1,1,7,11,0,2,0,1,1,0,1,1,1,0,0,1
1,3,2,6,1,0,0,1,25,4,2,2,0,3,0,1,1,1,0,0,1,4
3,0,5,1,0,0,2,2,5,18,0,1,1,3,3,0,1,1,1,1,0,4
0,1,4,1,0,0,1,2,21,46,0,1,1,3,0,0,1,1,1,1,0,9
3,2,4,5,0,0,2,2,27,46,15,1,1,1,1,0,1,1,1,0,0,8
1,3,2,5,0,2,2,2,25,54,2,1,1,3,3,0,1,1,1,0,1,5
3,2,4,1,0,0,2,2,23,20,0,1,1,3,0,0,1,1,1,0,1,3
3,2,4,4,0,0,2,2,8,6,15,1,1,3,3,0,1,1,1,0,0,9
3,0,0,0,1,2,1,1,18,28,12,2,1,3,0,1,1,1,1,0,0,9
3,3,4,1,1,2,1,1,13,4,2,1,1,3,0,1,1,1,1,1,0,9
1,2,4,1,1,0,2,2,5,28,0,1,1,3,0,1,1,1,1,1,0,3
3,2,3,3,0,0,2,2,4,44,2,1,1,3,0,0,1,1,1,1,1,3
3,0,0,0,1,0,1,1,18,48,10,2,0,3,0,0,1,1,1,0,0,0
1,2,2,6,0,2,2,2,25,44,2,1,1,3,0,0,1,1,1,1,0,5
1,1,0,0,0,0,2,2,18,18,13,0,1,3,0,0,1,1,1,0,0,3
1,2,4,1,0,2,2,2,22,17,0,1,1,3,0,0,1,1,1,1,0,9
3,0,0,0,0,0,1,1,18,42,0,2,1,3,0,0,1,1,1,0,1,5
3,3,2,6,2,0,2,2,1,6,2,1,1,3,0,0,1,1,1,1,0,9
3,2,4,1,1,2,2,2,22,14,2,1,1,3,0,1,1,1,1,1,0,5
1,1,1,5,0,0,2,2,7,42,2,1,1,3,1,0,1,1,1,1,0,2
3,0,0,0,0,0,1,1,2,15,2,2,1,3,1,0,1,1,1,1,0,5
3,0,0,0,0,2,1,1,18,42,0,2,0,3,0,0,1,1,0,1,0,9
0,2,2,1,0,2,2,2,25,39,0,1,1,3,0,0,1,1,1,0,0,2
1,2,0,0,1,0,1,1,18,8,1,2,1,3,0,1,1,1,1,1,0,5
1,3,4,3,0,0,1,2,5,25,2,2,1,3,1,0,1,1,1,1,0,1
3,1,0,0,0,2,1,1,22,16,2,2,1,3,0,0,1,1,1,1,0,5
3,0,2,4,1,0,2,2,6,48,0,1,1,3,0,0,1,1,1,0,1,1
3,1,0,0,0,0,1,1,18,24,1,2,1,3,0,0,1,1,1,1,0,7
3,0,4,5,0,0,1,0,25,46,0,2,1,3,0,0,1,1,1,1,0,9
1,1,0,0,0,2,1,1,18,20,0,2,1,3,1,0,1,1,1,1,0,3
1,1,5,1,3,0,2,2,24,28,13,1,1,3,0,1,1,1,1,1,0,7
3,1,0,0,1,2,1,1,18,40,0,2,1,3,0,0,1,1,1,0,0,8
3,0,0,0,0,2,1,1,18,60,11,2,1,3,3,0,1,1,1,1,0,3
3,0,4,1,3,0,2,2,25,52,0,1,1,3,0,1,1,1,1,1,0,5
3,2,4,6,0,0,1,0,24,21,7,2,1,3,2,0,1,1,1,1,0,3
1,2,2,1,0,2,2,2,11,25,1,1,1,3,0,0,1,1,1,1,0,1
3,0,0,0,0,0,1,1,18,47,0,2,0,3,0,0,1,1,1,0,1,2
1,1,4,6,3,2,1,1,25,4,13,2,1,3,0,1,1,1,1,0,1,2
1,3,1,4,0,0,2,2,27,54,2,1,1,3,0,0,1,1,1,1,0,7
3,1,2,5,0,2,2,0,25,16,2,2,1,3,0,0,1,1,1,0,1,5
0,2,2,5,0,0,1,0,21,20,9,2,1,3,0,0,1,1,1,0,1,3
1,2,4,1,0,2,2,2,5,6,1,1,1,3,1,0,1,1,1,0,0,9
3,2,1,1,0,2,2,2,22,56,1,1,1,3,1,0,1,1,1,1,0,8
0,1,0,0,0,2,1,1,27,57,1,2,1,3,2,0,1,1,1,1,0,5
3,1,2,1,0,0,2,2,20,57,0,1,1,3,1,0,1,1,1,1,0,5
1,3,6,3,4,0,1,1,4,28,0,2,1,3,0,1,1,1,1,1,0,8
0,0,0,0,3,0,1,1,18,28,1,2,1,3,0,1,1,1,1,0,1,3
3,2,4,1,3,0,1,1,25,0,0,1,1,3,0,1,1,1,1,1,0,7
2,1,0,4,0,1,2,2,25,37,0,1,1,3,1,0,1,1,1,0,1,4
2,2,4,5,0,0,2,2,1,21,2,0,1,3,0,0,1,1,1,0,1,5
3,0,0,0,0,0,1,1,18,29,0,2,0,3,0,0,1,1,0,0,1,7
3,1,0,0,0,2,1,1,6,6,2,2,0,3,0,0,1,1,0,0,0,8
3,0,3,1,0,0,1,1,4,18,0,1,1,3,0,0,1,1,1,1,0,4
1,1,0,0,3,0,1,1,18,54,1,2,0,3,1,0,1,1,0,1,0,7
1,3,2,1,0,2,2,2,2,54,0,1,1,3,3,0,1,1,1,1,0,7
3,0,0,0,1,0,1,1,18,40,9,2,1,3,0,0,1,1,1,0,0,8
3,1,0,0,3,0,1,1,18,28,0,2,0,3,0,1,1,0,0,0,0,9
3,1,0,0,0,0,1,1,18,57,1,2,1,3,0,0,1,1,1,1,0,5
3,1,0,0,0,0,1,1,18,21,0,2,0,3,1,0,1,1,1,0,0,3
3,1,0,0,3,2,1,1,18,4,1,2,1,3,0,1,1,1,1,1,0,9
2,1,4,1,1,0,2,2,24,30,0,1,1,3,0,1,1,1,1,0,1,9
1,3,1,3,0,0,2,2,25,6,2,0,1,3,3,0,1,1,1,1,0,9
1,2,3,3,2,2,2,2,6,14,0,1,1,3,0,1,1,1,1,1,0,1
1,3,2,1,1,0,2,2,5,54,2,1,1,3,0,0,1,1,1,1,1,7
3,2,1,5,0,0,2,2,1,32,1,1,1,3,3,0,1,1,1,1,0,4
3,2,4,1,1,0,2,2,25,52,2,1,1,3,1,1,1,1,1,1,0,9
0,1,0,0,0,2,1,1,18,42,1,2,1,3,0,0,1,1,1,0,1,2
0,1,0,0,3,2,1,0,28,9,1,2,1,3,0,1,1,1,1,1,0,5
3,2,2,4,3,2,2,2,25,4,2,1,1,3,0,1,1,1,1,0,1,2
1,2,4,1,1,0,2,2,21,6,2,1,1,3,0,0,1,1,1,1,0,9
1,1,4,1,1,2,2,2,20,9,0,1,1,3,0,1,1,1,1,1,1,5
1,0,0,0,0,0,1,1,18,6,0,2,1,2,3,0,1,1,1,1,0,9
3,3,4,1,0,2,2,2,6,44,2,1,1,3,1,0,1,1,1,1,0,3
0,3,1,1,3,0,2,2,4,4,0,1,1,3,0,1,1,1,1,0,0,9
3,0,4,3,0,0,2,2,0,6,13,1,1,3,2,0,1,1,1,1,0,4
1,2,0,0,1,2,1,1,18,20,2,2,1,3,0,0,1,1,1,1,0,3
2,1,3,1,0,2,1,1,20,54,0,1,1,3,0,0,1,1,1,1,0,7
1,3,0,0,0,2,1,1,6,31,1,2,1,3,1,0,1,1,1,0,0,4
3,0,0,0,0,0,1,1,13,24,0,2,0,3,1,0,1,1,0,0,0,7
3,1,0,0,0,0,1,1,18,6,1,2,0,3,1,0,1,1,1,1,0,8
3,0,1,6,0,0,1,1,1,21,12,2,1,3,3,0,1,1,1,1,1,4
3,1,0,0,0,0,1,1,18,6,2,2,1,3,0,0,1,1,1,1,0,9
3,0,0,6,0,0,1,1,8,25,0,2,1,3,1,0,1,1,1,1,0,1
3,3,4,1,1,0,2,2,27,48,0,1,1,3,0,0,1,1,1,1,0,5
3,3,2,4,1,2,1,2,6,6,2,2,1,3,0,0,1,1,1,0,0,9
3,3,4,1,0,0,2,2,1,31,2,0,1,3,3,0,1,1,1,1,0,4
3,2,2,4,0,0,2,2,3,6,2,1,1,3,1,0,1,1,1,1,0,9
1,0,0,0,0,0,1,1,3,29,0,2,1,3,0,0,1,1,1,0,1,3
3,0,5,1,0,2,2,2,0,10,0,1,1,3,1,0,1,1,1,1,0,5
0,2,4,1,0,0,2,2,5,46,6,1,0,3,3,0,1,1,1,1,1,9
3,1,0,0,0,0,1,1,18,54,0,2,0,3,1,0,1,1,1,1,0,7
2,1,2,4,0,2,2,2,22,44,0,1,0,3,1,0,1,0,1,0,1,3
3,0,0,0,0,0,1,1,18,24,2,2,1,3,0,0,1,1,1,1,0,7
3,3,0,0,0,0,2,2,13,15,5,0,0,3,3,0,1,1,0,1,0,5
3,0,4,2,2,2,2,2,20,14,0,1,1,3,0,1,1,1,1,1,0,9
1,2,3,5,0,1,2,2,1,6,0,1,0,3,0,0,0,0,0,0,1,9
3,1,4,1,0,2,2,2,25,47,0,1,1,3,3,0,1,1,1,1,0,2
1,1,0,0,0,0,1,1,18,44,0,2,1,3,1,0,1,1,1,1,0,2
3,0,4,1,0,2,2,2,5,29,13,1,1,3,1,0,1,1,1,1,0,3
3,2,3,3,0,0,1,0,27,20,3,2,0,3,0,0,1,1,0,1,0,3
3,2,0,4,2,0,2,2,21,8,2,1,1,3,0,1,1,1,1,0,1,9
3,0,4,2,1,0,0,1,8,4,0,2,1,3,0,1,1,1,1,1,0,5
1,3,1,3,0,2,2,2,27,4,2,1,1,3,1,0,1,1,1,1,0,5
3,3,2,1,0,2,2,2,25,29,2,1,1,3,1,0,1,1,1,1,0,9
3,0,0,0,0,0,1,1,18,21,0,2,1,1,0,0,1,1,1,1,0,3
0,2,2,6,0,2,1,1,8,60,0,2,1,3,1,0,1,1,1,1,0,3
3,0,4,6,1,0,1,1,1,14,12,2,1,3,0,1,1,1,1,1,0,8
3,0,2,1,0,2,2,2,6,6,0,1,1,3,0,0,1,1,1,1,0,1
2,2,6,1,0,0,2,2,25,42,1,1,1,3,3,0,1,1,1,0,0,7
1,2,0,0,0,2,1,1,15,35,0,2,0,3,3,0,0,1,1,1,0,5
3,2,2,1,0,0,2,2,20,26,1,1,1,3,0,0,1,1,1,1,0,5
3,2,0,0,2,2,1,1,18,28,1,2,1,3,0,1,1,1,1,1,0,2
